iter	Passed	Remaining
1729	3046	1356
1730	3048	1354
1731	3051	1352
1732	3052	1351
1733	3054	1349
1734	3056	1347
1735	3057	1345
1736	3059	1343
1737	3060	1342
1738	3062	1340
1739	3064	1338
1740	3066	1336
1741	3068	1335
1742	3069	1333
1743	3071	1331
1744	3073	1329
1745	3075	1328
1746	3077	1326
1747	3079	1324
1748	3081	1323
1749	3084	1321
1750	3085	1320
1751	3087	1318
1752	3089	1316
1753	3091	1314
1754	3092	1312
1755	3094	1311
1756	3097	1309
1757	3099	1308
1758	3101	1306
1759	3102	1304
1760	3104	1302
1761	3106	1301
1762	3107	1299
1763	3109	1297
1764	3111	1295
1765	3112	1293
1766	3114	1291
1767	3116	1290
1768	3118	1288
1769	3120	1286
1770	3121	1284
1771	3123	1283
1772	3124	1281
1773	3126	1279
1774	3128	1277
1775	3130	1276
1776	3131	1274
1777	3133	1272
1778	3134	1270
1779	3135	1268
1780	3137	1266
1781	3139	1264
1782	3141	1263
1783	3143	1261
1784	3145	1260
1785	3147	1258
1786	3150	1256
1787	3151	1255
1788	3153	1253
1789	3155	1251
1790	3157	1249
1791	3159	1248
1792	3161	1246
1793	3162	1244
1794	3164	1242
1795	3165	1240
1796	3167	1239
1797	3168	1237
1798	3170	1235
1799	3172	1233
1800	3174	1232
1801	3176	1230
1802	3178	1228
1803	3180	1226
1804	3181	1225
1805	3183	1223
1806	3185	1221
1807	3186	1219
1808	3188	1217
1809	3190	1216
1810	3192	1214
1811	3193	1212
1812	3195	1210
1813	3196	1208
1814	3198	1207
1815	3199	1205
1816	3201	1203
1817	3202	1201
1818	3204	1199
1819	3206	1198
1820	3208	1196
1821	3210	1194
1822	3211	1192
1823	3213	1190
1824	3215	1189
1825	3216	1187
1826	3218	1185
1827	3220	1183
1828	3223	1182
1829	3225	1180
1830	3226	1178
1831	3227	1177
1832	3230	1175
1833	3231	1173
1834	3233	1171
1835	3235	1170
1836	3237	1168
1837	3239	1166
1838	3241	1165
1839	3243	1163
1840	3244	1161
1841	3246	1159
1842	3248	1157
1843	3250	1156
1844	3252	1154
1845	3254	1152
1846	3255	1151
1847	3257	1149
1848	3259	1147
1849	3260	1145
1850	3262	1143
1851	3264	1142
1852	3265	1140
1853	3267	1138
1854	3269	1136
1855	3271	1135
1856	3272	1133
1857	3274	1131
1858	3276	1129
1859	3277	1127
1860	3279	1126
1861	3281	1124
1862	3283	1122
1863	3285	1121
1864	3287	1119
1865	3289	1117
1866	3291	1115
1867	3293	1114
1868	3294	1112
1869	3296	1110
1870	3298	1108
1871	3300	1107
1872	3301	1105
1873	3303	1103
1874	3305	1101
1875	3307	1100
1876	3308	1098
1877	3310	1096
1878	3311	1094
1879	3313	1092
1880	3315	1091
1881	3317	1089
1882	3319	1087
1883	3321	1085
1884	3323	1084
1885	3324	1082
1886	3326	1080
1887	3327	1078
1888	3329	1076
1889	3331	1075
1890	3333	1073
1891	3334	1071
1892	3336	1069
1893	3337	1068
1894	3339	1066
1895	3340	1064
1896	3342	1062
1897	3344	1060
1898	3346	1059
1899	3348	1057
1900	3350	1055
1901	3351	1053
1902	3353	1052
1903	3354	1050
1904	3356	1048
1905	3358	1046
1906	3359	1044
1907	3361	1042
1908	3363	1041
1909	3364	1039
1910	3366	1037
1911	3367	1035
1912	3369	1033
1913	3371	1032
1914	3373	1030
1915	3375	1028
1916	3377	1027
1917	3379	1025
1918	3380	1023
1919	3382	1021
1920	3384	1020
1921	3386	1018
1922	3387	1016
1923	3389	1014
1924	3391	1013
1925	3393	1011
1926	3396	1009
1927	3398	1008
1928	3399	1006
1929	3401	1004
1930	3402	1002
1931	3404	1000
1932	3406	999
1933	3408	997
1934	3410	995
1935	3412	994
1936	3413	992
1937	3415	990
1938	3416	988
1939	3418	986
1940	3420	984
1941	3421	983
1942	3423	981
1943	3425	979
1944	3427	978
1945	3429	976
1946	3431	974
1947	3432	972
1948	3434	970
1949	3436	969
1950	3438	967
1951	3439	965
1952	3442	964
1953	3444	962
1954	3445	960
1955	3447	958
1956	3448	956
1957	3450	955
1958	3451	953
1959	3453	951
1960	3455	949
1961	3457	948
1962	3458	946
1963	3460	944
1964	3462	942
1965	3463	940
1966	3465	939
1967	3466	937
1968	3468	935
1969	3469	933
1970	3472	931
1971	3474	930
1972	3476	928
1973	3477	926
1974	3479	924
1975	3480	923
1976	3482	921
1977	3484	919
1978	3486	917
1979	3488	916
1980	3489	914
1981	3491	912
1982	3492	910
1983	3494	908
1984	3495	906
1985	3497	905
1986	3498	903
1987	3500	901
1988	3501	899
1989	3503	897
1990	3505	896
1991	3507	894
1992	3509	892
1993	3511	891
1994	3513	889
1995	3515	887
1996	3518	886
1997	3520	884
1998	3522	882
1999	3524	881
2000	3526	879
2001	3528	877
2002	3530	876
2003	3533	874
2004	3536	873
2005	3538	871
2006	3539	869
2007	3542	868
2008	3544	866
2009	3547	864
2010	3549	863
2011	3551	861
2012	3553	859
2013	3556	858
2014	3558	856
2015	3559	854
2016	3562	852
2017	3564	851
2018	3566	849
2019	3568	847
2020	3570	846
2021	3572	844
2022	3574	842
2023	3576	841
2024	3578	839
2025	3580	837
2026	3583	836
2027	3585	834
2028	3586	832
2029	3588	830
2030	3590	829
2031	3592	827
2032	3595	825
2033	3598	824
2034	3600	822
2035	3602	820
2036	3603	819
2037	3605	817
2038	3608	815
2039	3610	814
2040	3613	812
2041	3615	811
2042	3618	809
2043	3620	807
2044	3622	805
2045	3624	804
2046	3626	802
2047	3628	800
2048	3631	799
2049	3633	797
2050	3635	795
2051	3637	794
2052	3639	792
2053	3640	790
2054	3642	788
2055	3645	787
2056	3646	785
2057	3648	783
2058	3650	781
2059	3653	780
2060	3655	778
2061	3657	776
2062	3659	775
2063	3661	773
2064	3663	771
2065	3665	769
2066	3667	768
2067	3669	766
2068	3671	764
2069	3673	763
2070	3675	761
2071	3677	759
2072	3679	757
2073	3681	756
2074	3683	754
2075	3685	752
2076	3687	750
2077	3689	749
2078	3691	747
2079	3693	745
2080	3695	743
2081	3696	742
2082	3698	740
2083	3699	738
2084	3701	736
2085	3702	734
2086	3704	733
2087	3706	731
2088	3708	729
2089	3709	727
2090	3711	725
2091	3712	724
2092	3714	722
2093	3716	720
2094	3717	718
2095	3719	716
2096	3721	715
2097	3723	713
2098	3724	711
2099	3725	709
2100	3727	707
2101	3728	706
2102	3730	704
2103	3732	702
2104	3733	700
2105	3735	698
2106	3736	697
2107	3739	695
2108	3740	693
2109	3742	691
2110	3744	689
2111	3745	688
2112	3747	686
2113	3748	684
2114	3750	682
2115	3752	680
2116	3755	679
2117	3756	677
2118	3758	675
2119	3760	673
2120	3761	672
2121	3762	670
2122	3764	668
2123	3766	666
2124	3768	665
2125	3770	663
2126	3772	661
2127	3774	659
2128	3776	658
2129	3778	656
2130	3780	654
2131	3782	652
2132	3785	651
2133	3787	649
2134	3789	647
2135	3791	646
2136	3792	644
2137	3794	642
2138	3796	640
2139	3797	638
2140	3799	637
2141	3801	635
2142	3803	633
2143	3805	631
2144	3806	630
2145	3808	628
2146	3809	626
2147	3811	624
2148	3812	622
2149	3814	621
2150	3816	619
2151	3818	617
2152	3820	615
2153	3822	613
2154	3823	612
2155	3825	610
2156	3827	608
2157	3828	606
2158	3830	604
2159	3832	603
2160	3834	601
2161	3835	599
2162	3837	597
2163	3839	596
2164	3840	594
2165	3842	592
2166	3843	590
2167	3845	588
2168	3847	587
2169	3849	585
2170	3851	583
2171	3852	581
2172	3854	580
2173	3856	578
2174	3857	576
2175	3858	574
2176	3860	572
2177	3862	571
2178	3864	569
2179	3865	567
2180	3868	565
2181	3869	563
2182	3871	562
2183	3872	560
2184	3874	558
2185	3875	556
2186	3877	554
2187	3879	553
2188	3881	551
2189	3882	549
2190	3884	547
2191	3885	546
2192	3887	544
2193	3889	542
2194	3890	540
2195	3891	538
2196	3893	536
2197	3895	535
2198	3897	533
2199	3898	531
2200	3900	529
2201	3902	528
2202	3904	526
2203	3905	524
2204	3907	522
2205	3909	520
2206	3911	519
2207	3913	517
2208	3915	515
2209	3917	514
2210	3918	512
2211	3920	510
2212	3921	508
2213	3923	506
2214	3924	505
2215	3927	503
2216	3929	501
2217	3930	499
2218	3932	497
2219	3933	496
2220	3935	494
2221	3936	492
2222	3938	490
2223	3939	488
2224	3942	487
2225	3944	485
2226	3945	483
2227	3947	481
2228	3948	480
2229	3950	478
2230	3951	476
2231	3953	474
2232	3955	472
2233	3957	471
2234	3959	469
2235	3960	467
2236	3962	465
2237	3964	464
2238	3965	462
2239	3967	460
2240	3969	458
2241	3971	457
2242	3973	455
2243	3975	453
2244	3977	451
2245	3978	449
2246	3981	448
2247	3982	446
2248	3984	444
2249	3985	442
2250	3988	441
2251	3990	439
2252	3992	437
2253	3994	435
2254	3995	434
2255	3997	432
2256	3998	430
2257	4000	428
2258	4003	427
2259	4005	425
2260	4008	423
2261	4010	421
2262	4012	420
2263	4014	418
2264	4016	416
2265	4018	414
2266	4020	413
2267	4022	411
2268	4024	409
2269	4025	407
2270	4027	406
2271	4028	404
2272	4030	402
2273	4031	400
2274	4032	398
2275	4034	397
2276	4036	395
2277	4037	393
2278	4039	391
2279	4040	389
2280	4042	388
2281	4044	386
2282	4045	384
2283	4047	382
2284	4049	380
2285	4050	379
2286	4053	377
2287	4056	375
2288	4058	374
2289	4059	372
2290	4061	370
2291	4063	368
2292	4064	366
2293	4066	365
2294	4068	363
2295	4070	361
2296	4071	359
2297	4073	358
2298	4075	356
2299	4076	354
2300	4078	352
2301	4079	350
2302	4081	349
2303	4084	347
2304	4086	345
2305	4087	343
2306	4089	342
2307	4090	340
2308	4092	338
2309	4096	336
2310	4098	335
2311	4100	333
2312	4102	331
2313	4104	329
2314	4105	328
2315	4107	326
2316	4109	324
2317	4110	322
2318	4112	320
2319	4115	319
2320	4116	317
2321	4118	315
2322	4120	313
2323	4121	312
2324	4123	310
2325	4124	308
2326	4126	306
2327	4128	305
2328	4130	303
2329	4132	301
2330	4134	299
2331	4135	297
2332	4137	296
2333	4138	294
2334	4140	292
2335	4141	290
2336	4143	288
2337	4145	287
2338	4147	285
2339	4149	283
2340	4150	281
2341	4152	280
2342	4154	278
2343	4156	276
2344	4157	274
2345	4159	273
2346	4161	271
2347	4163	269
2348	4165	267
2349	4168	266
2350	4169	264
2351	4171	262
2352	4173	260
2353	4174	258
2354	4176	257
2355	4179	255
2356	4181	253
2357	4183	251
2358	4184	250
2359	4186	248
2360	4187	246
2361	4189	244
2362	4191	242
2363	4193	241
2364	4195	239
2365	4197	237
2366	4199	235
2367	4200	234
2368	4202	232
2369	4204	230
2370	4205	228
2371	4207	227
2372	4209	225
2373	4211	223
2374	4213	221
2375	4214	219
2376	4216	218
2377	4218	216
2378	4220	214
2379	4221	212
2380	4223	211
2381	4225	209
2382	4227	207
2383	4229	205
2384	4231	204
2385	4232	202
2386	4234	200
2387	4236	198
2388	4237	196
2389	4239	195
2390	4242	193
2391	4243	191
2392	4245	189
2393	4247	188
2394	4249	186
2395	4250	184
2396	4252	182
2397	4253	180
2398	4256	179
2399	4258	177
2400	4259	175
2401	4261	173
2402	4263	172
2403	4264	170
2404	4266	168
2405	4267	166
2406	4269	164
2407	4271	163
2408	4273	161
2409	4275	159
2410	4276	157
2411	4278	156
2412	4279	154
2413	4281	152
2414	4283	150
2415	4284	148
2416	4286	147
2417	4288	145
2418	4290	143
2419	4291	141
2420	4293	140
2421	4295	138
2422	4297	136
2423	4298	134
2424	4301	133
2425	4303	131
2426	4304	129
2427	4306	127
2428	4308	125
2429	4309	124
2430	4311	122
2431	4313	120
2432	4315	118
2433	4316	117
2434	4318	115
2435	4320	113
2436	4322	111
2437	4323	109
2438	4325	108
2439	4326	106
2440	4328	104
2441	4330	102
2442	4331	101
2443	4334	99
2444	4336	97
2445	4337	95
2446	4340	94
2447	4342	92
2448	4344	90
2449	4346	88
2450	4349	86
2451	4351	85
2452	4353	83
2453	4354	81
2454	4356	79
2455	4357	78
2456	4359	76
2457	4361	74
2458	4362	72
2459	4364	70
2460	4367	69
2461	4368	67
2462	4370	65
2463	4371	63
2464	4373	62
2465	4375	60
2466	4376	58
2467	4378	56
2468	4381	55
2469	4383	53
2470	4385	51
2471	4386	49
2472	4388	47
2473	4390	46
2474	4391	44
2475	4393	42
2476	4395	40
2477	4397	39
2478	4399	37
2479	4401	35
2480	4402	33
2481	4404	31
2482	4405	30
2483	4407	28
2484	4408	26
2485	4410	24
2486	4412	23
2487	4414	21
2488	4416	19
2489	4417	17
2490	4420	15
2491	4421	14
2492	4423	12
2493	4424	10
2494	4427	8
2495	4429	7
2496	4431	5
2497	4433	3
2498	4434	1
2499	4436	0
