jurirno,brkrNm,ldCodeNm,registDe,mnnmadr,estbsBeginDe,estbsEndDe,sttusSeCode,bsnmCmpnm,등록번호,거래완료,등록매물,총매물수,영업년수,일평균거래,구평균성사율,구평균매물수,지역권평균성사율,지역권평균매물수,보증보험유효,영업일수,거래성사율,지역권평균거래,trust_target,등록비율,규모지수,지역내백분위,지역중개사수,거래효율성,매물활용도,지역경쟁력,상대적성과,log_거래완료,log_총매물수,predicted_score,actual_grade,final_temperature,final_grade
92270000-146,윤연화,서울특별시 광진구,1992-10-24,서울특별시 광진구 자양동 605-5,2025-11-02,2026-11-01,1,모범공인중개사사무소,92270000-146,30,10,40,0.0876712328767123,0.002480363786483641,1080.5,1105.8846153846157,1080.5,1105.8846153846157,1,12095,0.7499999812500006,1080.5,35.52480307536486,0.24999999375000018,3.713572066704308,0.19230769230769232,26,2.9999997000000302,0.7499999812500006,1.1538461094674572,0.027764923620763604,3.4339872044851463,3.713572066704308,-66.74646632833377,C,0.0006302226137062524,D
11620-2024-00112,임성훈,서울특별시 관악구,2024-12-13,서울특별시 관악구 봉천동 924-12,2024-12-16,2025-12-15,1,판다부동산공인중개사사무소,11620202400112,3999,96,4095,0.9671232876712328,11.20168064089165,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,357,0.9765567763183012,15736.739130434782,1741.9135096984655,0.023443223437498602,8.317766166719343,0.7101449275362319,69,41.65624956608073,0.9765567763183012,57.95652089918086,0.25411871967883315,8.294049640102028,8.317766166719343,1857.1844583040618,S,0.012039195854467052,S
11590-2025-00045,윤승용,서울특별시 동작구,2025-05-28,서울특별시 동작구 신대방동 342-65,2025-05-28,2026-05-27,1,THEGS공인중개사사무소,11590202500045,62104,159,62263,0.5205479452054794,325.1518307583674,6821.2,6887.0,6821.2,6887.0,1,191,0.9974463164158899,6821.2,28124.04169707615,0.0025536835680491834,11.039138688639223,1.0,15,390.5911925120051,0.9974463164158899,4140.266390648908,9.104556381706363,11.036581779978293,11.039138688639223,26148.917451290654,S,0.15608996614999832,S
11680-2024-00304,서문교,서울특별시 강남구,2024-10-22,서울특별시 강남구 역삼동 773-4,2025-10-22,2026-10-21,1,주식회사더탑원부동산중개법인,11680-2024-00304,48580,114,48694,0.1178082191780822,118.7775058220599,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,409,0.997658849119036,5373.442307692308,20650.70482369417,0.0023411508604275445,10.7933316343953,0.9807692307692307,52,426.1403471391198,0.997658849119036,934.2307512647933,9.04075957443796,10.79098778694702,10.7933316343953,19788.773060483603,S,0.11837410211711624,S
11680-2017-00003,방서윤,서울특별시 강남구,2017-01-02,서울특별시 강남구 논현동 225-6,2024-12-27,2025-12-26,1,ALL바른공인중개사사무소,11680-2017-00003,34,39,73,0.936986301369863,0.010432648048348375,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,3259,0.46575341827735045,5373.442307692308,28.676929028803997,0.5342465680240196,4.30406509320417,0.3076923076923077,52,0.8717948494411578,0.46575341827735045,0.6538461412721897,0.0063274150994419645,3.5553480614894135,4.30406509320417,88.73397165495389,C,0.001552226690724782,C
92270000-3981,송주연,서울특별시 광진구,2013-08-30,서울특별시 광진구 화양동 9-24,2025-08-30,2026-08-29,1,대박부동산공인중개사사무소,922700003981,760,12,772,0.2630136986301369,0.1696428571049904,1080.5,1105.8846153846157,1080.5,1105.8846153846157,1,4480,0.9844559572740208,1080.5,336.23010728927056,0.015544041430642433,6.650279048587422,0.7115384615384616,26,63.333328055556,0.9844559572740208,29.23076810650892,0.7033780650593446,6.634633357861686,6.650279048587422,351.32052465405616,B,0.0031093735291034988,B
11740-2024-00307,이승민,서울특별시 강동구,2024-11-11,서울특별시 강동구 길동 374-9,2025-11-12,2026-11-11,1,꽃길공인중개사사무소,11740202400307,15,9,24,0.0602739726027397,0.038560411211926965,974.6666666666666,994.7777777777778,974.6666666666666,994.7777777777778,1,389,0.6249999739583344,974.6666666666666,26.1356033308693,0.37499998437500065,3.2188758248682006,0.5555555555555556,9,1.6666664814815022,0.6249999739583344,1.6666664814815022,0.015389876865195065,2.772588722239781,3.2188758248682006,130.53087087955697,C,0.001800083668693669,B
11200-2021-00099,이연주,서울특별시 성동구,2021-08-09,서울특별시 성동구 하왕십리동 966-7,2025-08-09,2026-08-08,1,왕십리최고공인중개사사무소,11200-2021-00099,288,12,300,0.3205479452054794,0.1823939200871476,184.28571428571428,194.14285714285717,184.28571428571428,194.14285714285717,1,1579,0.9599999968,184.28571428571428,146.82393910487147,0.03999999986666667,5.707110264748875,0.7142857142857143,7,23.99999800000017,0.9599999968,41.14285126530696,1.5627906891941592,5.666426688112432,5.707110264748875,128.0670243680437,B,0.0017854729783828578,B
11215-2018-00020,권미령,서울특별시 광진구,2018-02-21,서울특별시 광진구 화양동 499-47,2025-02-21,2026-02-20,1,파크타운공인중개사사무소,11215-2018-00020,86,8,94,0.7835616438356164,0.03023909984872043,1080.5,1105.8846153846157,1080.5,1105.8846153846157,1,2844,0.9148936072883659,1080.5,63.14919921713818,0.08510638207333636,4.553876891600541,0.3076923076923077,26,10.749998656250169,0.9148936072883659,3.3076921804733774,0.079592781046189,4.465908118654584,4.553876891600541,32.60225406522041,C,0.001219363771510791,C
11620-2024-00096,조상연,서울특별시 관악구,2024-10-31,서울특별시 관악구 신림동 1651-4,2025-10-31,2026-10-30,1,THE허니공인중개사사무소,11620202400096,68,64,132,0.0931506849315068,0.169999999575,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,400,0.5151515112488522,15736.739130434782,45.35454533321556,0.4848484811753903,4.890349128221754,0.2898550724637681,69,1.0624999833984379,0.5151515112488522,0.9855072320940981,0.004321098509167455,4.23410650459726,4.890349128221754,107.72870148774962,C,0.0016648660592193936,C
11620-2024-00047,김준환,서울특별시 관악구,2024-04-23,서울특별시 관악구 봉천동 864-3,2025-04-24,2026-04-23,1,The본공인중개사사무소,11620-2024-00047,254220,342,254562,0.6136986301369863,430.15228353612133,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,591,0.9986565158939721,15736.739130434782,106020.48253083804,0.001343484102099514,12.447303628543025,0.9855072463768116,69,743.3333311598441,0.9986565158939721,3684.347772690612,16.154553867655157,12.445959246441742,12.447303628543025,102178.19171451507,S,0.6069460465206217,S
11170-2021-00113,조미선,서울특별시 용산구,2021-04-20,서울특별시 용산구 후암동 132-9,2025-04-20,2026-04-19,1,토스부동산중개사무소,11170-2021-00113,1,6,7,0.6246575342465753,0.0005917159759812332,506.6666666666667,517.6,506.6666666666667,517.6,1,1690,0.1428571224489825,506.6666666666667,5.691630833229287,0.857142734693895,2.0794415416798357,0.2,15,0.16666663888889352,0.1428571224489825,0.06666666222222252,0.0019736842066308863,0.6931471805599453,2.0794415416798357,16.34052571746797,D,0.0011229311911137181,C
11680-2024-00094,조승우,서울특별시 강남구,2024-03-07,서울특별시 강남구 역삼동 640-11,2025-03-07,2026-03-06,1,집토스부동산중개강남2호점,11680202400094,4872,47,4919,0.7452054794520548,7.636363624394415,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,638,0.9904452122402022,5373.442307692308,2055.8769926111504,0.009554787556504414,8.501063809486354,0.7884615384615384,52,103.65957226256229,0.9904452122402022,93.69230589053258,0.9066813636612133,8.491465042843506,8.501063809486354,2109.8290473399875,S,0.013537386521725352,S
11680-2021-00062,정연진,서울특별시 강남구,2021-01-26,서울특별시 강남구 역삼동 674-26,2025-01-26,2026-01-25,1,주식회사부동산중개법인수호,11680-2021-00062,24570,280,24850,0.8547945205479452,13.850056361978547,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,1774,0.9887323943264091,5373.442307692308,9997.162535449577,0.011267605633349392,10.120653272163802,0.9230769230769231,52,87.74999968660714,0.9887323943264091,472.4999909134617,4.572487911567325,10.1093221647277,10.120653272163802,10358.276786429493,S,0.062450951103607065,S
11680-2021-00062-001,김남조,서울특별시 강남구,2021-01-29,서울특별시 중랑구 상봉동 86-25,2025-01-29,2026-01-28,1,주식회사부동산중개법인수호,11680-2021-00062-001,29744,120,29864,0.8465753424657534,16.79503104641726,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,1771,0.9959817840545144,5373.442307692308,12096.429763985809,0.004018215912000462,10.304442505166406,0.9423076923076923,52,247.86666460111113,0.9959817840545144,571.9999890000003,5.535371609347112,10.300416329622006,10.304442505166406,12156.17949759431,S,0.07311257292097556,S
11590-2022-00063,박경식,서울특별시 동작구,2022-05-30,서울특별시 동작구 신대방동 724,2025-05-30,2026-05-29,1,주식회사더라온부동산중개법인,11590-2022-00063,19604,277,19881,0.5150684931506849,15.25603111653227,6821.2,6887.0,6821.2,6887.0,1,1285,0.9860670991908824,6821.2,8024.74232414105,0.013932900758818324,9.897570078772091,0.9333333333333333,15,70.77256292139869,0.9860670991908824,1306.9332462044504,2.873981117270571,9.883539914726432,9.897570078772091,8494.780483954492,S,0.05140035714672879,S
11650-2020-00003,표태옥,서울특별시 서초구,2020-01-03,서울특별시 서초구 양재동 280-11,2025-01-01,2025-12-31,1,21세기공인중개사사무소,11650-2020-00003,30,4,34,0.9232876712328768,0.013869625513698742,393.8,434.6,393.8,434.6,1,2163,0.8823529152249143,393.8,39.609283711884416,0.11764705536332191,3.5553480614894135,0.4,10,7.499998125000468,0.8823529152249143,2.9999997000000302,0.07618080224433518,3.4339872044851463,3.5553480614894135,34.538242168211035,C,0.0012308442442131424,C
11500-2020-00318,임서연,서울특별시 강서구,2020-12-17,서울특별시 강서구 화곡동 24-89,2024-12-18,2025-12-17,1,NEW삼성공인중개사사무소,11500-2020-00318,55,11,66,0.9616438356164384,0.03031973537468592,7493.90625,7538.03125,7493.90625,7538.03125,1,1814,0.8333333207070709,7493.90625,48.303196974958986,0.16666666414141418,4.204692619390966,0.3125,32,4.999999545454587,0.8333333207070709,1.7187499462890643,0.00733929651076976,4.02535169073515,4.204692619390966,36.15037736953605,C,0.0012404042586278592,C
11560-2021-00120,유병직,서울특별시 영등포구,2021-06-01,서울특별시 영등포구 양평동5가 76,2025-06-02,2026-06-01,1,제일공인중개사사무소,11560-2021-00120,0,0,0,0.5068493150684932,0.0,1880.3,1916.0,1880.3,1916.0,1,1648,0.0,1880.3,1.0,0.0,0.0,0.1,10,0.0,0.0,0.0,0.0,0.0,0.0,-22.131467257553968,D,0.0008947910158344896,D
11260-2022-00062,이동은,서울특별시 중랑구,2022-07-29,서울특별시 중랑구 면목동 604-24,2025-07-28,2026-07-27,1,딸기(024330708)공인중개사사무소,11260202200062,576,32,608,0.3534246575342465,0.47020408124881297,4891.5,4927.333333333333,4891.5,4927.333333333333,1,1225,0.9473684194944598,4891.5,264.52309339732193,0.05263157886080332,6.411818267709897,0.5833333333333334,12,17.99999943750002,0.9473684194944598,47.99999600000034,0.117755289764335,6.3578422665081,6.411818267709897,353.3295904429976,B,0.0031212873548710947,B
11410-2021-00112,최슬기,서울특별시 서대문구,2021-12-30,서울특별시 서대문구 북아현동 1-460,2024-12-31,2025-12-30,1,자이공인중개사사무소,11410202100112,2144,10,2154,0.926027397260274,1.4930362106594455,18551.14285714286,18596.85714285714,18551.14285714286,18596.85714285714,1,1436,0.9953574740040124,18551.14285714286,903.3910863267148,0.004642525531735132,7.675546002537848,0.7142857142857143,7,214.39997856000215,0.9953574740040124,306.2856705306185,0.11557239445541277,7.6708948313621175,7.675546002537848,788.7273193320581,A,0.005703210112275934,A
11620-2022-00088,정민규,서울특별시 관악구,2022-05-18,서울특별시 관악구 신림동 1461-3,2025-05-18,2026-05-17,1,마블공인중개사사무소,11620-2022-00088,10354,156,10510,0.547945205479452,7.983037773336131,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,1297,0.9851569932459413,15736.739130434782,4251.98508753074,0.014843006658911227,9.260177606823355,0.7681159420289855,69,66.37179444633465,0.9851569932459413,150.0579688397396,0.6579507935870564,9.245224773829685,9.260177606823355,4566.129587834185,S,0.02810332897785542,S
92270000-3823,박서현,서울특별시 광진구,2012-10-05,서울특별시 광진구 화양동 3-43,2024-12-09,2025-12-08,1,건대롯데공인중개사사무소,92270000-3823,442,19,461,0.9863013698630136,0.09191100018883114,1080.5,1105.8846153846157,1080.5,1105.8846153846157,1,4809,0.9587852473779062,1080.5,207.48266742322548,0.04121475045289642,6.135564891081739,0.6153846153846154,26,23.263156670360175,0.9587852473779062,16.99999934615387,0.40906987467925043,6.093569770045136,6.135564891081739,265.4291577876756,B,0.0026000349173868954,B
92200000-2384,조관제,서울특별시 종로구,2010-08-19,서울특별시 종로구 창신동 128-14,2025-08-19,2026-08-18,1,보경공인중개사사무소,92200000-2384,4,6,10,0.2931506849315068,0.0007159477356871402,4.0,10.0,4.0,10.0,1,5587,0.39999996000000404,4.0,14.60715827735699,0.599999940000006,2.3978952727983707,1.0,1,0.6666665555555741,0.39999996000000404,3.9999960000040002,0.9999997500000625,1.6094379124341003,2.3978952727983707,201.0536986710278,D,0.002218286341582981,B
11470-2025-00018,류현주,서울특별시 양천구,2025-03-14,서울특별시 양천구 신정동 946-39,2025-03-14,2026-03-13,1,로엘공인중개사사무소,11470202500018,13234,24,13258,0.726027397260274,49.75187951221098,2652.125,2692.5,2652.125,2692.5,1,266,0.9981897721377139,2652.125,5822.064488286242,0.0018102277868599919,9.49243184611472,1.0,8,551.4166436909732,0.9981897721377139,1654.249793218776,4.989960878544578,9.490620114661201,9.49243184611472,4807.021112081974,S,0.029531823586929924,S
11440-2024-00111,유재경,서울특별시 마포구,2024-08-29,서울특별시 마포구 아현동 437-3,2025-08-29,2026-08-28,1,고려공인중개사사무소,11440202400111,612,10,622,0.2657534246575342,1.321814252004721,33797.21428571428,33861.78571428572,33797.21428571428,33861.78571428572,1,463,0.9839228280001241,33797.21428571428,288.5358273600509,0.01607717039215889,6.434546518787453,0.6428571428571429,14,61.19999388000062,0.9839228280001241,43.71428259183696,0.018108001292892882,6.418364935936212,6.434546518787453,257.2154784872472,B,0.0025513275307822107,B
11215-2020-00001,황명숙,서울특별시 광진구,2020-01-03,서울특별시 광진구 자양동 495-19,2025-01-06,2026-01-05,1,사랑공인중개사사무소,11215202000001,0,0,0,0.9095890410958904,0.0,1080.5,1105.8846153846157,1080.5,1105.8846153846157,1,2163,0.0,1080.5,1.0,0.0,0.0,0.09615384615384616,26,0.0,0.0,0.0,0.0,0.0,0.0,-17.45322531751256,D,0.0009225331433840716,D
11710-2019-00371,이석봉,서울특별시 송파구,2019-12-31,서울특별시 송파구 석촌동 283-10,2025-01-02,2026-01-01,1,사랑공인중개사사무소,11710-2019-00371,96,10,106,0.9205479452054794,0.044321329619426905,3650.272727272728,3677.090909090909,3650.272727272728,3677.090909090909,1,2166,0.9056603688145248,3650.2727272727275,67.01302436063003,0.094339621751513,4.672828834461906,0.5,22,9.599999040000096,0.9056603688145248,4.363636165289265,0.026299404769524234,4.574710978503383,4.672828834461906,119.30805130038448,C,0.0017335319819229344,B
11680-2022-00380,안수민,서울특별시 강남구,2022-08-24,서울특별시 강남구 논현동 115-7,2025-08-25,2026-08-24,1,주식회사케이즈부동산중개법인,11680-2022-00380,12,13,25,0.2767123287671232,0.010008340275222401,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,1199,0.4799999808000007,5373.442307692308,20.300082826752245,0.5199999792000009,3.258096538021482,0.19230769230769232,52,0.9230768520710114,0.4799999808000007,0.23076922633136104,0.002233205329214811,2.5649493574615367,3.258096538021482,20.030904228090183,D,0.0011448152562518737,C
92270000-3553,현재혁,서울특별시 광진구,2011-05-13,서울특별시 광진구 화양동 47-1,2025-05-12,2026-05-11,1,건대부동산공인중개사사무소,92270000-3553,480,20,500,0.5643835616438356,0.09022556389281473,1080.5,1105.8846153846157,1080.5,1105.8846153846157,1,5320,0.95999999808,1080.5,222.70225558132816,0.03999999992,6.2166061010848646,0.6538461538461539,26,23.999998800000057,0.95999999808,18.461537751479316,0.44423877793221767,6.175867270105761,6.2166061010848646,286.68700847314267,B,0.0027260946664773794,B
92415473,성백도,서울특별시 양천구,2010-01-06,서울특별시 양천구 목동 30-18,2025-01-05,2026-01-04,1,백마공인중개사사무소,92415473,52,11,63,0.9123287671232876,0.00894700619254181,2652.125,2692.5,2652.125,2692.5,1,5812,0.8253968122952887,2652.125,46.65137443078408,0.17460317183169569,4.1588830833596715,0.375,8,4.727272297520701,0.8253968122952887,6.499999187500102,0.019606918972670247,3.970291913552122,4.1588830833596715,32.407901461803554,C,0.0012182112542227402,C
