jurirno,brkrNm,ldCodeNm,registDe,mnnmadr,estbsBeginDe,estbsEndDe,sttusSeCode,bsnmCmpnm,등록번호,거래완료,등록매물,총매물수,영업년수,일평균거래,구평균성사율,구평균매물수,지역권평균성사율,지역권평균매물수,보증보험유효,영업일수,거래성사율,지역권평균거래,trust_target,등록비율,규모지수,지역내백분위,지역중개사수,거래효율성,매물활용도,지역경쟁력,상대적성과,log_거래완료,log_총매물수,predicted_score,actual_grade,final_temperature,final_grade
11500-2024-00065,이성철,서울특별시 강서구,2021-12-21,서울특별시 강서구 화곡동 1111-3,2024-12-23,2025-12-22,1,경동부동산공인중개사사무소,11500202400065,25,6,31,0.947945205479452,0.017301038050310698,7493.90625,7538.03125,7493.90625,7538.03125,1,1445,0.8064515868886585,7493.90625,35.36655798716286,0.19354838085327802,3.4657359027997265,0.1875,32,4.166665972222338,0.8064515868886585,0.7812499755859383,0.003336043868531709,3.258096538021482,3.4657359027997265,-31.964577613647272,C,0.0008364803501604859,D
11710-2018-00301,이정화,서울특별시 강남구,2018-07-12,서울특별시 강남구 삼성동 26-17,2025-07-13,2026-07-12,1,우리들공인중개사사무소,11710201800301,0,9,9,0.3945205479452054,0.0,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,2703,0.0,5373.442307692308,1.0,0.9999998888889013,2.302585092994046,0.08653846153846154,52,0.0,0.0,0.0,0.0,0.0,2.302585092994046,-23.680075108450165,D,0.0008856077206833487,D
11500-2020-00292,하미선,서울특별시 강서구,2020-11-19,서울특별시 강서구 화곡동 1111,2025-11-19,2026-11-18,1,라벨라공인중개사사무소,11500-2020-00292,1330,5,1335,0.0410958904109589,0.7220412591085552,7493.90625,7538.03125,7493.90625,7538.03125,1,1842,0.9962546809016818,7493.90625,570.1080530181359,0.0037453183492544427,7.197435354096591,0.5625,32,265.9999468000106,0.9962546809016818,41.56249870117192,0.17747753380588693,7.193685818395112,7.197435354096591,290.6691521420368,A,0.00274970890853649,B
9250-10047,장영곤,서울특별시 강남구,2010-04-05,서울특별시 강남구 역삼동 823,2025-04-02,2026-04-01,1,풍림공인중개사사무소,9250-10047,187,23,210,0.673972602739726,0.032675170359483634,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,5723,0.8904761862358277,5373.442307692308,102.84103729066966,0.10952380900226757,5.351858133476067,0.5,52,8.130434429111546,0.8904761862358277,3.596153776997043,0.03480078304693081,5.236441962829949,5.351858133476067,165.50180863434727,B,0.002007462472132232,B
11440-2019-00085,이유라,서울특별시 마포구,2019-06-11,서울특별시 마포구 합정동 437-31,2025-06-11,2026-06-10,1,다부자공인중개사사무소,11440-2019-00085,1035,12,1047,0.4821917808219178,0.43689320369907425,33797.21428571428,33861.78571428572,33797.21428571428,33861.78571428572,1,2369,0.9885386810042609,33797.21428571428,449.0250924671186,0.011461318040629113,6.954638864880987,0.7857142857142857,14,86.24999281250061,0.9885386810042609,73.92856614795957,0.030623825715921784,6.943122422819428,6.954638864880987,444.3228678479278,A,0.0036608804627683185,A
11545202300063,김호준,서울특별시 금천구,2023-08-02,서울특별시 금천구 독산동 1006-1,2025-08-03,2026-08-02,1,(THE)3PRO공인중개사사무소,11545-2023-00063,48,42,90,0.336986301369863,0.05607476628963228,17257.85714285714,17328.95238095238,17257.85714285714,17328.95238095238,1,856,0.5333333274074075,17257.85714285714,36.76074748511855,0.46666666148148156,4.51085950651685,0.2857142857142857,21,1.1428571156462592,0.5333333274074075,2.285714176870753,0.002781341831716656,3.8918202981106265,4.51085950651685,46.936545321134496,C,0.0013043665869810206,C
11410-2024-00068,박준규,서울특별시 서대문구,2024-10-23,서울특별시 서대문구 창천동 62-51,2025-10-24,2026-10-23,1,청년공인중개사사무소,11410-2024-00068,3135,88,3223,0.1123287671232876,7.683823510578864,18551.14285714286,18596.85714285714,18551.14285714286,18596.85714285714,1,408,0.9726962454319901,18551.14285714286,1361.0191224687485,0.027303754257740072,8.07837810362652,0.8571428571428571,7,35.62499959517046,0.9726962454319901,447.8570788775601,0.16899228387020476,8.0507033814703,8.07837810362652,1557.0397588994206,A,0.010259327980822871,A
11590-2022-00075,이기완,서울특별시 동작구,2022-06-24,서울특별시 동작구 상도동 497-1,2025-06-24,2026-06-23,1,청년공인중개사사무소,11590-2022-00075,2898,88,2986,0.4465753424657534,2.299999998174603,6821.2,6887.0,6821.2,6887.0,1,1260,0.9705291356428235,6821.2,1212.3158740510307,0.029470864022280354,8.00202481821611,0.6666666666666666,15,32.93181780759298,0.9705291356428235,193.19998712000086,0.42485193214905703,7.972121128921655,8.00202481821611,1376.2332253024745,A,0.009187139329374058,A
9250-6184,조창규,서울특별시 강남구,2004-07-27,서울특별시 강남구 역삼동 732-13,2025-09-16,2026-09-15,1,2U공인중개사사무소,9250-6184,13952,171,14123,0.2164383561643835,1.7884886550713384,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,7801,0.9878920908455787,5373.442307692308,5629.321649276081,0.012107909083614818,9.555630757048277,0.9038461538461539,52,81.59064279771555,0.9878920908455787,268.30768714792913,2.5964733961004205,9.543449817892206,9.555630757048277,5950.628647832631,S,0.03631345363729392,S
11215-2021-00099,김동균,서울특별시 광진구,2021-09-27,서울특별시 광진구 중곡동 624-19,2025-09-28,2026-09-27,1,하루공인중개사사무소,11215202100099,760,111,871,0.1835616438356164,0.49673202581912934,1080.5,1105.8846153846157,1080.5,1105.8846153846157,1,1530,0.8725602745435588,1080.5,336.1441284944981,0.12743972430833556,6.77078942390898,0.7115384615384616,26,6.846846785163542,0.8725602745435588,29.23076810650892,0.7033780650593446,6.634633357861686,6.77078942390898,509.5282942850979,B,0.004047550771899199,A
11680-2025-00060,정종혁,서울특별시 강남구,2025-02-13,서울특별시 강남구 논현동 269-16,2025-02-14,2026-02-13,1,하루공인중개사사무소,11680-2025-00060,26,27,53,0.8027397260273973,0.08813559292157426,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,295,0.4905660284798863,5373.442307692308,26.99833678361233,0.5094339526521896,3.9889840465642745,0.28846153846153844,52,0.9629629272976693,0.4905660284798863,0.49999999038461557,0.004838611546632091,3.295836866004329,3.9889840465642745,81.31867019637114,C,0.001508253710806436,C
11680-2025-00135,손종우,서울특별시 강남구,2025-04-01,서울특별시 강남구 역삼동 725-22,2025-04-01,2026-03-31,1,정담공인중개사사무소,11680202500135,4140,194,4334,0.6767123287671233,16.693548319784078,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,248,0.9552376555248643,5373.442307692308,1852.5926128635867,0.044762344244401855,8.374476889214643,0.7692307692307693,52,21.34020607556595,0.9552376555248643,79.61538308431956,0.7704558385791098,8.328692583545568,8.374476889214643,2000.2567191805374,S,0.01288761903584855,S
11590-2023-00080,남인희,서울특별시 동작구,2023-06-15,서울특별시 동작구 상도동 467-5,2025-06-15,2026-06-14,1,세종공인중개사사무소,11590202300080,4000,24,4024,0.4712328767123288,4.42477875616728,6821.2,6887.0,6821.2,6887.0,1,904,0.9940357850412436,6821.2,1675.06886111291,0.005964214710247461,8.300280189852664,0.8,15,166.6666597222225,0.9940357850412436,266.6666488888901,0.586407083711604,8.294299608857235,8.300280189852664,1668.1363395478306,S,0.010918134333758808,S
11215-2025-00028,김시온,서울특별시 광진구,2025-05-16,서울특별시 광진구 중곡동 190-37,2025-05-16,2026-05-15,1,지오(GEO)공인중개사사무소,11215202500028,0,28,28,0.5534246575342465,0.0,1080.5,1105.8846153846157,1080.5,1105.8846153846157,1,203,0.0,1080.5,1.0,0.9999999642857155,3.367295829986474,0.09615384615384616,26,0.0,0.0,0.0,0.0,0.0,3.367295829986474,-13.331848447114737,D,0.0009469730428770555,D
11545-2019-00028,박지웅,서울특별시 금천구,2019-02-27,서울특별시 금천구 독산동 148-19,2025-02-27,2026-02-26,1,필드공인중개사사무소,11545201900028,810,35,845,0.7671232876712328,0.32753740383035285,17257.85714285714,17328.95238095238,17257.85714285714,17328.95238095238,1,2473,0.9585798805223906,17257.85714285714,357.0327704539753,0.041420118294177376,6.740519359606223,0.5238095238095238,21,23.142856481632673,0.9585798805223906,38.571426734693965,0.04693514341021857,6.698268054115413,6.740519359606223,403.2263839319207,A,0.003417176970463017,A
11500-2023-00020,이재근,서울특별시 강서구,2023-02-06,서울특별시 강서구 화곡동 1159-1,2025-02-06,2026-02-05,1,대림부동산공인중개사사무소,11500-2023-00020,20,10,30,0.8246575342465754,0.01936108420197378,7493.90625,7538.03125,7493.90625,7538.03125,1,1033,0.6666666444444451,7493.90625,29.19361017535309,0.33333332222222256,3.4339872044851463,0.125,32,1.99999980000002,0.6666666444444451,0.6249999804687506,0.0026688350948253677,3.044522437723423,3.4339872044851463,-37.66886411973835,C,0.000802653744811824,D
11500-2021-00293,김기옥,서울특별시 강서구,2021-12-17,서울특별시 강서구 염창동 280-1,2024-12-17,2025-12-16,1,큐브부동산공인중개사사무소,11500-2021-00293,56,10,66,0.9643835616438357,0.038647342968497346,7493.90625,7538.03125,7493.90625,7538.03125,1,1449,0.8484848356290177,7493.90625,49.241018498555505,0.15151514921946743,4.204692619390966,0.34375,32,5.599999440000056,0.8484848356290177,1.749999945312502,0.0074727382655110286,4.04305126783455,4.204692619390966,43.796836812210216,C,0.0012857480129441433,C
11500-2021-00281,이장열,서울특별시 강서구,2017-12-14,서울특별시 강서구 화곡동 920-5,2024-12-14,2025-12-13,1,JY공인중개사사무소,11500202100281,11529,31,11560,0.9726027397260274,3.9577754878277465,7493.90625,7538.03125,7493.90625,7538.03125,1,2913,0.9973183390140727,7493.90625,4682.0973050487,0.0026816608994220015,9.355392643675321,0.90625,32,371.90321380957374,0.9973183390140727,360.2812387412113,1.5384499904120832,9.352707613263105,9.355392643675321,4532.621079296846,S,0.027904622427456085,S
11710-2023-00099,김기원,서울특별시 송파구,2023-06-02,서울특별시 송파구 송파동 19-5,2025-06-02,2026-06-01,1,집토스부동산중개송파본점,11710-2023-00099,21402,175,21577,0.5068493150684932,23.339149374766468,3650.272727272728,3677.090909090909,3650.272727272728,3677.090909090909,1,917,0.9918895119343797,3650.2727272727275,8824.948179105697,0.008110488019274668,9.979429556111285,0.9545454545454546,22,122.29714215830205,0.9918895119343797,972.8181375991755,5.863123550805809,9.971286378100563,9.979429556111285,8825.078536309433,S,0.053359035388523234,S
11590-2023-00128,김이슬,서울특별시 동작구,2023-12-21,서울특별시 동작구 상도동 283-28,2025-12-22,2026-12-21,1,율부동산공인중개사사무소,11590-2023-00128,323,64,387,-0.0493150684931506,0.451748251116436,6821.2,6887.0,6821.2,6887.0,1,715,0.8346253208407615,6821.2,159.75624213638721,0.16537467657525923,5.961005339623274,0.4666666666666667,15,5.04687492114258,0.8346253208407615,21.533331897777874,0.04735237200971202,5.780743515792329,5.961005339623274,249.9889863107342,B,0.002508474196075219,B
11500-2019-00105,김보영,서울특별시 강서구,2019-04-24,서울특별시 강서구 화곡동 161-20,2025-04-26,2026-04-25,1,예림공인중개사사무소,11500-2019-00105,356,15,371,0.6082191780821918,0.14729002890058338,7493.90625,7538.03125,7493.90625,7538.03125,1,2417,0.9595687305672002,7493.90625,173.65996220602185,0.04043126673738203,5.918893854273146,0.4375,32,23.73333175111122,0.9595687305672002,11.124999652343762,0.04750526468789154,5.877735781779639,5.918893854273146,189.5128499178352,B,0.00214984873141982,B
11680-2022-00417,신옥금,서울특별시 강남구,2022-09-23,서울특별시 강남구 논현동 190-3,2025-09-23,2026-09-22,1,제일부동산중개,11680-2022-00417,7,9,16,0.1972602739726027,0.005988023946973461,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,1169,0.4374999726562517,5373.442307692308,16.984879419157288,0.5624999648437522,2.833213344056216,0.17307692307692307,52,0.7777776913580343,0.4374999726562517,0.13461538202662726,0.0013027031087086399,2.0794415416798357,2.833213344056216,7.6773290537370205,D,0.0010715581518582471,D
11320-2015-00008,심은수,서울특별시 도봉구,2015-01-28,서울특별시 도봉구 쌍문동 103-26,2025-01-28,2026-01-27,1,세진공인중개사사무소,11320-2015-00008,9,12,21,0.8493150684931506,0.0022704339045735537,17.0,38.333333333333336,17.0,38.333333333333336,1,3964,0.4285714081632663,17.0,17.479846583943722,0.5714285442176883,3.091042453358316,0.6666666666666666,3,0.7499999375000053,0.4285714081632663,2.9999990000003334,0.5294117335640156,2.302585092994046,3.091042453358316,122.75336966144269,D,0.0017539628323676954,B
11560-2022-00005,이금옥,서울특별시 영등포구,2022-01-06,서울특별시 영등포구 양평동5가 57-1,2025-01-06,2026-01-05,1,퍼스트공인중개사사무소,11560-2022-00005,1309,11,1320,0.9095890410958904,0.9160251918012419,1880.3,1916.0,1880.3,1916.0,1,1429,0.991666665915404,1880.3,563.5102518954745,0.008333333327020201,7.186144304522325,0.7,10,118.99998918181917,0.991666665915404,130.89998691000133,0.6961655051341991,7.177782416195197,7.186144304522325,528.4468526310641,A,0.004159738440988275,A
11320-2024-00017,김순오,서울특별시 구로구,2024-06-24,서울특별시 구로구 구로동 1130-30,2025-06-26,2026-06-25,1,이안공인중개사사무소,11320-2024-00017,5632,41,5673,0.4410958904109589,10.646502815413038,2139.5714285714284,2194.1428571428573,2139.5714285714284,2194.1428571428573,1,529,0.9927727831847747,2139.5714285714284,2390.0482116496737,0.007227216638951662,8.643649615368796,1.0,7,137.36585030815,0.9927727831847747,804.5713136326694,2.6323028631617738,8.636397438894713,8.643649615368796,2353.1856712417225,S,0.014980499252286238,S
11680-2025-00254,안소영,서울특별시 강남구,2025-07-04,서울특별시 강남구 역삼동 835-33,2025-07-08,2026-07-07,1,이안공인중개사사무소,11680-2025-00254,1200,144,1344,0.4082191780821917,7.792207741609041,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,154,0.8928571421928145,5373.442307692308,585.7077916818748,0.10714285706313775,7.20414929203594,0.6730769230769231,52,8.333333275462964,0.8928571421928145,23.076922633136103,0.2233205329214811,7.0909098220799835,7.20414929203594,758.7720208919371,A,0.0055255742138417725,A
11500-2018-00230,심관식,서울특별시 강서구,2018-09-07,서울특별시 강서구 화곡동 105-6,2025-09-10,2026-09-09,1,광개토공인중개사사무소,11500-2018-00230,30,12,42,0.2328767123287671,0.011337868476440716,7493.90625,7538.03125,7493.90625,7538.03125,1,2646,0.714285697278912,7493.90625,34.54194960313176,0.2857142789115648,3.7612001156935624,0.25,32,2.499999791666684,0.714285697278912,0.937499970703126,0.0040032526422380515,3.4339872044851463,3.7612001156935624,11.254300801818328,C,0.001092769711189367,C
11305-2024-00054,김지아,서울특별시 강북구,2024-11-29,서울특별시 강북구 번동 466-1,2024-11-29,2025-11-28,1,삼성공인중개사사무소,11305202400054,584,21,605,1.0136986301369864,1.574123984975407,2350.714285714286,2376.714285714286,2350.714285714286,2376.714285714286,0,371,0.9652892546028277,2350.714285714286,278.29991748783897,0.034710743744279765,6.406879986069314,0.5714285714285714,7,27.809522485260832,0.9652892546028277,83.42855951020579,0.24843512599580397,6.371611847231857,6.406879986069314,423.35659579370173,B,0.0035365497844874016,A
11680-2024-00369,박명석,서울특별시 강남구,2024-12-24,서울특별시 강남구 삼성동 122-10,2024-12-24,2025-12-23,1,빌더공인중개사사무소,11680-2024-00369,276,11,287,0.9452054794520548,0.7976878589662201,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,346,0.9616724705168207,5373.442307692308,148.2270527051668,0.038327525998858795,5.662960480135946,0.5576923076923077,52,25.090906809917563,0.9616724705168207,5.307692205621304,0.051363722571940655,5.6240175061873385,5.662960480135946,216.7249224392199,B,0.002311217210530597,B
11680-2025-00345,윤경석,서울특별시 강남구,2025-10-13,서울특별시 강남구 역삼동 670-8,2025-10-13,2026-10-12,1,홈스토리공인중개사사무소,11680-2025-00345,7245,299,7544,0.1424657534246575,136.69811062833753,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,53,0.9603658535312346,5373.442307692308,4294.792081889313,0.03963414633620968,8.928640371201949,0.8269230769230769,52,24.23076914972987,0.9603658535312346,139.32692039755923,1.348297717513442,8.888204871455022,8.928640371201949,3215.5476542157967,S,0.02009433398597373,S
11545-2025-00020,김형진,서울특별시 금천구,2025-04-02,서울특별시 금천구 가산동 142-9,2025-04-03,2026-04-02,1,OK공인중개사사무소,11545202500020,2,8,10,0.6712328767123288,0.008097165959120786,17257.85714285714,17328.95238095238,17257.85714285714,17328.95238095238,1,247,0.19999998000000202,17257.85714285714,7.880971059591268,0.7999999200000081,2.3978952727983707,0.09523809523809523,21,0.24999996875000394,0.19999998000000202,0.09523809070294806,0.000115889242988194,1.0986122886681098,2.3978952727983707,-58.80584170958572,D,0.0006773107771274691,D
11620-2019-00181,양영욱,서울특별시 관악구,2019-10-10,서울특별시 관악구 신림동 507-1,2025-10-10,2026-10-09,1,OK공인중개사사무소,11620201900181,2296,108,2404,0.1506849315068493,1.0213523127129216,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,2248,0.955074874810701,15736.739130434782,958.2657693714503,0.04492512477332566,7.785305182539862,0.6521739130434783,69,21.25925906241427,0.955074874810701,33.275361836588964,0.1459006202507129,7.739359202689098,7.785305182539862,1147.7644724886634,A,0.007832312160773498,A
11380-2020-00062,이인열,서울특별시 은평구,2020-03-10,서울특별시 은평구 응암동 749-15,2025-03-11,2026-03-10,1,공감공인중개사사무소,11380-2020-00062,2100,31,2131,0.7342465753424657,1.0019083964685551,6890.545454545455,6915.727272727273,6890.545454545455,6915.727272727273,1,2096,0.9854528385802662,6890.545454545455,880.5826691220935,0.014547160950470596,7.664815785285735,0.7272727272727273,11,67.74193329864731,0.9854528385802662,190.9090735537206,0.3047654229332363,7.650168700845001,7.664815785285735,998.9954006245662,A,0.006950106704112101,A
11545-2020-00075,김동혁,서울특별시 금천구,2020-07-14,서울특별시 금천구 독산동 301-16,2025-07-15,2026-07-14,1,주식회사피터팬의좋은방구하기부동산중개법인,11545202000075,286982,207,287189,0.3890410958904109,145.6761420580324,17257.85714285714,17328.95238095238,17257.85714285714,17328.95238095238,1,1970,0.9992792203009193,17257.85714285714,116280.53979718935,0.0007207796955986448,12.567899296608509,1.0,21,1386.3864667324326,0.9992792203009193,13665.80887305672,16.629063365618947,12.567178259537911,12.567899296608509,118752.64625501979,S,0.7052331034579468,S
11680-2025-00222,변우철,서울특별시 강남구,2025-06-11,서울특별시 강남구 역삼동 732-14,2025-06-11,2026-06-10,1,가이아공인중개사사무소,11680-2025-00222,0,74,74,0.4821917808219178,0.0,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,177,0.0,5373.442307692308,1.0,0.9999999864864867,4.31748811353631,0.08653846153846154,52,0.0,0.0,0.0,0.0,0.0,4.31748811353631,-4.363436926926925,D,0.0010001560162031398,D
11440-2016-00082,전병일,서울특별시 마포구,2016-04-29,서울특별시 마포구 동교동 165-8,2025-04-29,2026-04-28,1,백년부동산공인중개사사무소,11440-2016-00082,1352,20,1372,0.6,0.38551468480595535,33797.21428571428,33861.78571428572,33797.21428571428,33861.78571428572,1,3507,0.9854227398065432,33797.21428571428,575.217829042256,0.014577259464593833,7.224753405767971,0.8571428571428571,14,67.59999662000017,0.9854227398065432,96.57142167346989,0.04000329697384179,7.210079628170788,7.224753405767971,653.9666386750177,A,0.004904074873147403,A
11620-2023-00021,임성기,서울특별시 관악구,2012-11-15,서울특별시 관악구 신림동 518-47,2025-11-16,2026-11-15,1,달빛부동산공인중개사사무소,11620-2023-00021,8118,95,8213,0.0493150684931506,1.7026006707838504,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,4768,0.9884329719970251,15736.739130434782,3294.8789958677494,0.011567027881216725,9.013595294516504,0.7391304347826086,69,85.45263067944599,0.9884329719970251,117.65217220793954,0.5158629073150207,9.001962272862446,9.013595294516504,3539.578981733028,S,0.022015850344737308,S
11530-2024-00055,정기성,서울특별시 구로구,2024-10-31,서울특별시 구로구 구로동 26,2025-10-31,2026-10-30,1,다모하부동산공인중개사사무소,11530202400055,616,24,640,0.0931506849315068,1.53999999615,2139.5714285714284,2194.1428571428573,2139.5714285714284,2194.1428571428573,1,400,0.9624999984960938,2139.5714285714284,291.67499991638283,0.03749999994140625,6.46302945692067,0.2857142857142857,7,25.666665597222266,0.9624999984960938,87.99998742857322,0.28790812565831897,6.424869023905388,6.46302945692067,233.4478232513914,B,0.0024103845587088667,B
11620-2025-00092,한길순,서울특별시 관악구,2025-07-22,서울특별시 관악구 신림동 1420-5,2025-07-28,2026-07-27,1,이제공인중개사사무소,11620-2025-00092,17,49,66,0.3534246575342465,0.12499999908088236,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,136,0.25757575367309465,15736.739130434782,16.777272601001663,0.7424242311753905,4.204692619390966,0.2028985507246377,69,0.3469387684298211,0.25757575367309465,0.24637680802352452,0.0010802746272918638,2.8903717578961645,4.204692619390966,57.53550963438441,D,0.0013672187916425533,C
11680-2023-00003,문정우,서울특별시 강남구,2023-01-02,서울특별시 강남구 역삼동 700-20,2025-01-03,2026-01-02,1,상록공인중개사사무소,11680-2023-00003,68,100,168,0.9178082191780822,0.06367041192540222,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,1068,0.4047619023526077,5373.442307692308,40.97956118983225,0.5952380916950114,5.1298987149230735,0.38461538461538464,52,0.6799999932,0.4047619023526077,1.3076922825443793,0.012654830198883929,4.23410650459726,5.1298987149230735,182.973500559748,C,0.002111070176076073,B
11305-2017-00045,손정안,서울특별시 강북구,2017-04-21,서울특별시 강북구 수유동 7-4,2025-04-21,2026-04-20,1,행복한공인중개사사무소,11305-2017-00045,830,12,842,0.6219178082191781,0.26349206340841524,2350.714285714286,2376.714285714286,2350.714285714286,2376.714285714286,1,3150,0.9857482173565936,2350.714285714286,365.20736715478193,0.01425178145575798,6.736966958001855,0.7142857142857143,7,69.16666090277826,0.9857482173565936,118.57141163265548,0.35308416879540633,6.7226297948554485,6.736966958001855,399.3879827975834,A,0.003394415126330111,A
11500-2025-00124,권지혜,서울특별시 강서구,2020-12-04,서울특별시 강서구 마곡동 767,2025-12-04,2026-12-03,1,백억공인중개사사무소,11500202500124,630,21,651,0.0,0.3448275860181568,7493.90625,7538.03125,7493.90625,7538.03125,1,1827,0.9677419339973242,7493.90625,285.4805338801013,0.032258064466577474,6.480044561926653,0.53125,32,29.999998571428637,0.9677419339973242,19.687499384765644,0.08406830548699908,6.447305862541213,6.480044561926653,337.29667466288595,B,0.003026211640475779,B
11500-2024-00079,고동한,서울특별시 강서구,2024-06-27,서울특별시 강서구 화곡동 401-14,2025-06-28,2026-06-27,1,집토스부동산중개강서본점,11500202400079,4773,40,4813,0.4356164383561643,9.07414446944079,7493.90625,7538.03125,7493.90625,7538.03125,1,526,0.9916891749445897,7493.90625,2030.6921199427456,0.008310824847639554,8.479283618343016,0.8125,32,119.32499701687509,0.9916891749445897,149.15624533886734,0.6369174953800739,8.470939806898775,8.479283618343016,2076.03135113839,S,0.013336965079028774,S
11620-2025-00079,노명식,서울특별시 관악구,2025-07-01,서울특별시 관악구 신림동 1435-3,2025-07-02,2026-07-01,1,아인부동산공인중개사사무소,11620-2025-00079,160,29,189,0.4246575342465753,1.0191082737636417,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,157,0.8465608420816887,15736.739130434782,100.58790800008708,0.15343915262730606,5.247024072160486,0.3333333333333333,69,5.517241189060648,0.8465608420816887,2.3188405461037602,0.010167290609805778,5.081404364984463,5.247024072160486,115.5318884841217,B,0.0017111392130496287,C
11680-2015-00020,이재임,서울특별시 강남구,2015-01-16,서울특별시 강남구 논현동 193,2025-01-16,2026-01-15,1,마루부동산공인중개사사무소컨설팅,11680-2015-00020,53,8,61,0.8821917808219178,0.013329979875923043,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,3976,0.8688524447729108,5373.442307692308,48.39887314194656,0.1311475388336469,4.127134385045092,0.36538461538461536,52,6.624999171875104,0.8688524447729108,1.019230749630178,0.009863323537365416,3.9889840465642745,4.127134385045092,50.44637487906476,C,0.0013251799909309097,C
11620-2021-00197,최상돈,서울특별시 관악구,2021-11-09,서울특별시 관악구 신림동 525-5,2025-11-09,2026-11-08,1,스마일공인중개사사무소,11620-2021-0019,18870,34,18904,0.0684931506849315,12.689979816617363,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,1487,0.9982014387961171,15736.739130434782,7705.845841330057,0.0017985611509839948,9.847181716325034,0.8840579710144928,69,554.9999836764711,0.9982014387961171,273.4782569061122,1.199104836293969,9.845381631129095,9.847181716325034,7407.738478901855,S,0.044954162541484245,S
92300000-1176,김선애,서울특별시 성북구,2002-04-18,서울특별시 성북구 석관동 133-45,2025-04-18,2026-04-17,1,거성공인중개사사무소,92300000-1176,140,6,146,0.6301369863013698,0.016218721036119238,63.0,68.33333333333333,63.0,68.33333333333333,1,8632,0.9589041030212048,63.0,85.92931030099734,0.04109589012948021,4.990432586778736,1.0,3,23.33332944444509,0.9589041030212048,46.666651111116295,2.222222186948854,4.948759890378168,4.990432586778736,56.59666926603486,C,0.0013616514375849264,C
11545-2020-00086,엄상민,서울특별시 구로구,2020-08-12,서울특별시 구로구 가리봉동 132-3,2025-08-12,2026-08-11,1,민공인중개사사무소,11545-2020-00086,3850,48,3898,0.3123287671232876,1.983513651734408,2139.5714285714284,2194.1428571428573,2139.5714285714284,2194.1428571428573,1,1941,0.9876859925634465,2139.5714285714284,1590.4657162942476,0.012314007180011799,8.268475388982598,0.8571428571428571,7,80.20833166232643,0.9876859925634465,549.9999214285826,1.7994257853644937,8.25608813381491,8.268475388982598,1679.505309335396,S,0.010985552696040258,S
92260000-1226,김정희,서울특별시 성동구,2002-01-16,서울특별시 성동구 하왕십리동 970-35,2025-01-20,2026-01-19,1,푸른공인중개사사무소,92260000-1226,300,12,312,0.8712328767123287,0.03438789545685604,184.28571428571428,194.14285714285717,184.28571428571428,194.14285714285717,1,8724,0.9615384584566075,184.28571428571428,150.19003270826678,0.0384615383382643,5.746203190540153,0.8571428571428571,7,24.999997916666842,0.9615384584566075,42.85713673469475,1.6279069679105824,5.707110264748875,5.746203190540153,150.84107400043652,B,0.001920523836765091,B
11710-2023-00059,서지민,서울특별시 송파구,2023-03-28,서울특별시 송파구 삼전동 47-4,2025-03-28,2026-03-27,1,탄탄공인중개사사무소,11710-2023-00059,17850,52,17902,0.6876712328767123,18.15869784520987,3650.272727272728,3677.090909090909,3650.272727272728,3677.090909090909,1,983,0.9970952965592059,3650.2727272727275,7352.499837348874,0.0029047033849343815,9.792723575551273,0.9090909090909091,22,343.26922416789955,0.9970952965592059,811.3635994834727,4.890045574333412,9.789814808047552,9.792723575551273,6967.946083863516,S,0.042346179270233895,S
11620-2025-00096,염유하,서울특별시 관악구,2022-03-24,서울특별시 관악구 신림동 1414-16,2025-03-25,2026-03-24,1,바다부동산공인중개사사무소,11620-2025-00096,9035,160,9195,0.6958904109589041,6.682692302749487,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,1352,0.9825992386098314,15736.739130434782,3711.30490018579,0.01740076128141373,9.126523885883072,0.7536231884057971,69,56.46874964707032,0.9825992386098314,130.9420270877967,0.57413419162247,9.108971877587894,9.126523885883072,4022.998378913701,S,0.024882543164050884,S
